experiment,image_encoder,audio_encoder,K,alpha,scope,R@1,R@5,R@10,R@20,routes_correct,routes_total,knn_overlap,pearson_r,nmi,ami,ari,v_measure,homogeneity,completeness,cap_cos_argmax,cap_cos_planmass,cap_cos_chance,cap_cos_identity,cap_cos_lift,cat_precision_10
text,vit-mae-base,clap-unfused,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.019,0.0816995650529861,0.1340081384104872,0.0296009511084646,0.006196604175326,0.1340081384104872,0.131397371487537,0.1367247564652226,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.18875
text,vit-mae-base,clap-unfused,0,,heldout,0.1071428571428571,0.2142857142857142,0.3214285714285714,0.3571428571428571,2,15,0.0071428571428571,0.0141151398420333,0.7455097298707641,0.1879596631865966,0.1624815361890694,0.7455097298707641,0.735352096878524,0.755951914147227,0.6389389281304482,0.3245497558658932,0.2219554164439705,0.6389389281304482,0.4169835116864776,0.2107142857142857
random,vit-mae-base,clap-unfused,0,,aggregate,0.0,0.01,0.025,0.04,3,15,0.014,0.0098255015909671,0.1148656826516173,0.0104240688897669,0.0043441127575746,0.1148656826516173,0.1159181475776932,0.1138321572249065,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06675
random,vit-mae-base,clap-unfused,0,,heldout,0.0,0.0,0.0357142857142857,0.0357142857142857,2,15,0.0214285714285714,-0.0117267724126577,0.6941772867648227,0.0681772322699452,0.0394149984441448,0.6941772867648227,0.6762581779325523,0.7130718639428548,0.2063714310469495,0.2200175833123345,0.2219554164439705,0.6389389281304482,-0.0155839853970209,0.0607142857142857
procrustes,vit-mae-base,clap-unfused,300,,aggregate,0.015,0.0375,0.0625,0.1225,3,15,0.1455,0.3042564392089844,0.1479100418799338,0.1063374194072455,0.0300590418633665,0.1479100418799338,0.1033851427783123,0.2597967633654019,0.3124850677464972,0.227755615642811,0.2174418922666189,0.3875973658998651,0.0950431754798782,0.1065
procrustes,vit-mae-base,clap-unfused,300,,heldout,0.0,0.0,0.0,0.0,2,15,0.2214285714285714,0.2025865614414215,0.3260164183810692,0.1078347300729241,0.0138498160571304,0.3260164183810692,0.2063134381613832,0.7765986899473069,0.2936029509497744,0.2286677525540754,0.2219554164439705,0.6389389281304482,0.0716475345058038,0.0964285714285714
direct,vit-mae-base,clap-unfused,300,,aggregate,0.0075,0.0525,0.0775,0.125,3,15,0.128,0.4094601571559906,0.2906541404278849,0.2448712329887964,0.0985319741157829,0.2906541404278849,0.2255973923866658,0.4084374797065421,0.3135054801707824,0.2297757171653623,0.2174418922666189,0.3875973658998651,0.0960635879041635,0.13375
direct,vit-mae-base,clap-unfused,300,,heldout,0.0,0.0,0.0,0.0,2,15,0.25,0.2251286208629608,0.4821307376708337,0.0982832395420017,0.0702419354838709,0.4821307376708337,0.366367084285107,0.7048460269309424,0.3296867582945302,0.2307792388042005,0.2219554164439705,0.6389389281304482,0.1077313418505597,0.1035714285714286
c-transitive,vit-mae-base,mert-330m,300,0.5,aggregate,0.0425,0.1025,0.1675,0.21,6,15,0.0255,0.1040552332997322,0.2100130328191054,0.1166516330188073,0.055246635095961,0.2100130328191054,0.2120745626656409,0.2079911964708335,0.2512000824955111,0.2511666889064877,0.2174418922666189,0.3875973658998651,0.0337581902288921,0.1225
c-transitive,vit-mae-base,mert-330m,300,0.5,heldout,0.0,0.0,0.04,0.04,5,15,0.032,0.266440212726593,0.7346126038058259,0.0873747849186052,0.0694789081885856,0.7346126038058257,0.688013252132668,0.787982933079572,0.1992853753295064,0.239985094970191,0.2264377350645136,0.6389838162763123,-0.0271523597350072,0.0559999999999999
d,vit-mae-base,mert-330m,0,0.7,aggregate,0.0575,0.1675,0.2325,0.3475,7,15,0.026,0.4716944098472595,0.1656144394837031,0.0665983244650371,0.0229443467358559,0.165614439483703,0.1673196705398942,0.1639436153453985,0.5341964863458317,0.4910973592851324,0.2174418922666189,0.3875973658998651,0.3167545940792128,0.124
d,vit-mae-base,mert-330m,0,0.7,heldout,0.12,0.16,0.28,0.36,4,15,0.0,0.6755965948104858,0.6851315294207145,0.1115529304694153,0.0757855822550831,0.6851315294207144,0.6065058978085394,0.7871791009775583,0.5580494024317557,0.5064891601586102,0.2264377350645136,0.6389838162763123,0.331611667367242,0.14
unsup,vit-mae-base,mert-330m,0,1.0,aggregate,0.0025,0.0275,0.035,0.08,2,15,0.1305,0.8225733637809753,0.3892272013531239,0.3184722361844133,0.173100245611096,0.3892272013531239,0.3829988973621462,0.3956614225323669,0.2146673118424963,0.2235929748635132,0.2174418922666189,0.3875973658998651,-0.0027745804241226,0.097
unsup,vit-mae-base,mert-330m,0,1.0,heldout,0.0,0.0,0.0,0.08,3,15,0.08,0.8970699310302734,0.7791218897767522,0.3683764621087447,0.3068391866913124,0.7791218897767523,0.6921402574677352,0.8911078896832955,0.2494321459988134,0.2329197113007662,0.2264377350645136,0.6389838162763123,0.0229944109342997,0.148
text,vit-mae-base,mert-330m,0,,aggregate,0.0625,0.1675,0.2325,0.32,5,15,0.012,0.101488396525383,0.1179179856251641,0.0185183555199062,-0.0015802368119992,0.1179179856251641,0.1120416427470757,0.1244448500138303,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.1357499999999999
text,vit-mae-base,mert-330m,0,,heldout,0.04,0.08,0.2,0.36,5,15,0.0,-0.1062709838151931,0.6320092034032836,-0.0282112945268522,-0.0195035460992907,0.6320092034032837,0.5572915210531004,0.7298642032292273,0.6389838162763123,0.3494492788137208,0.2264377350645136,0.6389838162763123,0.4125460812117986,0.152
random,vit-mae-base,mert-330m,0,,aggregate,0.0,0.01,0.025,0.04,1,15,0.009,0.0195014365017414,0.1062120693789429,0.0009229440239877,-0.0001453802529873,0.1062120693789429,0.10677421790241,0.1056558090921091,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.076
random,vit-mae-base,mert-330m,0,,heldout,0.0,0.0,0.0,0.0,3,15,0.0,0.0070909205824136,0.6687594497319842,-0.0829612572307371,-0.059322033898305,0.6687594497319842,0.6165984282751271,0.7305611226642977,0.2025950338833295,0.2255976046864698,0.2264377350645136,0.6389838162763123,-0.0238427011811841,0.092
procrustes,vit-mae-base,mert-330m,300,,aggregate,0.1025,0.17,0.2,0.285,0,15,0.1445,0.4174559116363525,0.2458879989770751,0.1903337548445352,0.0610728245657176,0.2458879989770751,0.1945048510781314,0.3341660108883507,0.2671195155825198,0.2195615967617729,0.2174418922666189,0.3875973658998651,0.0496776233159008,0.1332499999999999
procrustes,vit-mae-base,mert-330m,300,,heldout,0.0,0.0,0.0,0.08,0,15,0.128,0.1859760880470276,0.439622633456614,0.1087698597417571,0.0430622009569378,0.439622633456614,0.3100675946956205,0.7551426648626737,0.2360288330077065,0.2261985286611794,0.2264377350645136,0.6389838162763123,0.0095910979431928,0.172
direct,vit-mae-base,mert-330m,300,,aggregate,0.0,0.0175,0.03,0.0725,0,15,0.0504999999999999,0.2286418080329895,0.1879057536630872,0.1602767502944037,0.0400347859426451,0.1879057536630872,0.1286620976822543,0.3482698234115313,0.2222465885122035,0.2195180401986157,0.2174418922666189,0.3875973658998651,0.0048046962455846,0.11225
direct,vit-mae-base,mert-330m,300,,heldout,0.0,0.0,0.0,0.0,0,15,0.04,0.0885123163461685,0.404430250577577,0.1523260160665842,0.0422396856581532,0.404430250577577,0.2608532179401814,0.8995597189927427,0.2246855371115489,0.226199542699977,0.2264377350645136,0.6389838162763123,-0.0017521979529647,0.176
c-transitive,vit-mae-base,mert-95m,300,0.5,aggregate,0.05,0.1325,0.19,0.2575,2,15,0.0144999999999999,0.0922936052083969,0.1688857374184427,0.0703090238337876,0.0312254175543972,0.1688857374184427,0.1717995869310328,0.1660690815637056,0.2638756682564894,0.253295075912604,0.2174418922666189,0.3875973658998651,0.0464337759898705,0.1185
c-transitive,vit-mae-base,mert-95m,300,0.5,heldout,0.0,0.0,0.037037037037037,0.037037037037037,1,15,0.0,0.1740564107894897,0.6706062645326981,-0.0293300162419208,-0.0223752151462994,0.6706062645326981,0.6422641162347636,0.7015652840686553,0.2952838171850168,0.2572603066727328,0.2343664647699369,0.6336414749834164,0.0609173524150798,0.0925925925925926
d,vit-mae-base,mert-95m,0,0.7,aggregate,0.0475,0.1425,0.2175,0.355,5,15,0.019,0.5127457976341248,0.1471496143687229,0.048768027896132,0.0145166410275193,0.147149614368723,0.1474884755803063,0.1468123066846969,0.5307370722324741,0.4904987989915685,0.2174418922666189,0.3875973658998651,0.3132951799658552,0.11825
d,vit-mae-base,mert-95m,0,0.7,heldout,0.074074074074074,0.1851851851851851,0.2962962962962963,0.3703703703703703,2,15,0.0296296296296296,0.6402238607406616,0.7472406765064269,0.1200315133984584,0.0791217895608947,0.747240676506427,0.7354020899200259,0.7594666572378285,0.5393590642281736,0.4928158530124155,0.2343664647699369,0.6336414749834164,0.3049925994582366,0.1185185185185185
unsup,vit-mae-base,mert-95m,0,1.0,aggregate,0.0025,0.0225,0.0375,0.06,3,15,0.1175,0.7995705604553223,0.3349914785309613,0.2615077758210768,0.1442526308766859,0.3349914785309613,0.3243855777497959,0.3463143481895673,0.2181330549099269,0.2212698213120393,0.2174418922666189,0.3875973658998651,0.000691162643308,0.09425
unsup,vit-mae-base,mert-95m,0,1.0,heldout,0.0,0.037037037037037,0.074074074074074,0.1111111111111111,3,15,0.0148148148148148,0.7620049715042114,0.6147684707558762,0.0388855511083228,0.0335649665661465,0.6147684707558762,0.5437935671869525,0.7070514880869398,0.264876611932796,0.2271781485534399,0.2343664647699369,0.6336414749834164,0.030510147162859,0.1444444444444444
text,vit-mae-base,mert-95m,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.024,0.1042153090238571,0.1165146343990726,0.0187432841266232,0.0017420255855862,0.1165146343990726,0.1133439536615922,0.1198678134153497,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.126
text,vit-mae-base,mert-95m,0,,heldout,0.074074074074074,0.1851851851851851,0.2222222222222222,0.3333333333333333,2,15,0.0222222222222222,-0.0487900897860527,0.6617823078393165,-0.0862154661490025,-0.0649121569180836,0.6617823078393166,0.6395978285534891,0.6855610225648767,0.6336414749834164,0.3282075581174468,0.2343664647699369,0.6336414749834164,0.3992750102134794,0.1259259259259259
random,vit-mae-base,mert-95m,0,,aggregate,0.0,0.01,0.025,0.04,4,15,0.0175,0.024613682180643,0.084251178009954,-0.0217579965690852,-0.0041591562872484,0.084251178009954,0.0842098571132888,0.0842925394779912,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.0785
random,vit-mae-base,mert-95m,0,,heldout,0.0,0.037037037037037,0.074074074074074,0.074074074074074,3,15,0.0148148148148148,0.2064839005470276,0.7121871703142308,-0.0755655484554266,-0.0570613409415121,0.7121871703142307,0.7152535035816644,0.709147015913716,0.1913770375839963,0.2308348979174979,0.2343664647699369,0.6336414749834164,-0.0429894271859406,0.1037037037037037
procrustes,vit-mae-base,mert-95m,300,,aggregate,0.175,0.2625,0.31,0.41,2,15,0.132,0.4363394975662231,0.2570796385755949,0.1823784394654468,0.0814450658437395,0.257079638575595,0.2115290590416565,0.3276317159185452,0.2569956298992175,0.2193238970529549,0.2174418922666189,0.3875973658998651,0.0395537376325985,0.15775
procrustes,vit-mae-base,mert-95m,300,,heldout,0.0,0.0,0.0,0.0,3,15,0.1333333333333333,0.5073387026786804,0.4882523490835329,0.1495092728420866,0.0462730148430529,0.4882523490835328,0.3542391631490669,0.7853664936919608,0.29386634210474,0.2325185208170427,0.2343664647699369,0.6336414749834164,0.0594998773348031,0.1148148148148148
direct,vit-mae-base,mert-95m,300,,aggregate,0.0075,0.0225,0.0475,0.075,2,15,0.0935,0.1994254291057586,0.2132545634684698,0.1803117359173983,0.0450016853050633,0.2132545634684698,0.1428527415335954,0.4204777414110127,0.2410898824879022,0.2192155728250703,0.2174418922666189,0.3875973658998651,0.0236479902212832,0.10925
direct,vit-mae-base,mert-95m,300,,heldout,0.0,0.0,0.0,0.0,3,15,0.0592592592592592,-0.0752917602658271,0.1856871940833823,-0.0051979770987106,-0.0059033778054461,0.1856871940833823,0.1081296257495446,0.6567528815513612,0.2337928143015059,0.2323653907531054,0.2343664647699369,0.6336414749834164,-0.000573650468431,0.1074074074074074
